 FIPS,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000",Average Annual Count,Recent Trend
39145,97.8,96,stable
39147,72.1,49,stable
39149,55.7,32,stable
39151,68.1,338,stable
39153,67.2,449,falling
39155,80.8,237,stable
39157,61,76,stable
39159,68.9,33,stable
39161,56.2,21,stable
39163,114.2,19,stable
39165,65.8,139,stable
39167,75.8,67,stable
39169,57,79,stable
39171,66,32,stable
39173,53.3,73,stable
39175,74.4,22,stable
40001,71.5,18,stable
40003,61.2,5,stable
40005,80.2,14,stable
40007,* ,3 or fewer,*
40009,53.8,13,stable
40011,66.4,9,stable
40013,87.9,48,stable
40015,85.3,30,stable
40017,70.2,80,stable
40019,77.6,45,stable
40021,79.3,41,stable
40023,80.4,17,stable
40025,* ,3 or fewer,*
40027,66.3,156,falling
40029,85.8,7,stable
40031,72.8,80,stable
40033,59.8,5,stable
40035,85.9,18,stable
40037,87.7,78,stable
40039,71.5,21,stable
40041,71.3,46,stable
40043,48.3,4,stable
40045,65.8,4,stable
40047,62.4,46,stable
40049,87.9,32,stable
40051,67.6,41,stable
40053,60.2,4,stable
40055,89.8,7,stable
40057,* ,3 or fewer,*
40059,76.8,4,stable
40061,75.8,13,stable
40063,88.5,17,stable
40065,58.6,17,stable
40067,79,7,stable
40069,54.9,8,stable
40071,72.9,45,stable
40073,70.4,13,stable
40075,75.1,10,stable
40077,59.9,9,stable
40079,62.2,38,stable
40081,66.3,30,stable
40083,67.4,32,stable
40085,57.5,7,stable
40087,83,32,stable
40089,94.2,39,stable
40091,76.9,26,stable
40093,59.3,6,stable
40095,71.7,18,stable
40097,84.2,44,stable
40099,97.5,18,stable
40101,97.9,84,stable
40103,59.7,9,stable
40105,59.7,9,stable
40107,65.3,11,stable
40109,69.5,513,stable
40111,95.2,48,stable
40113,55.9,36,stable
40115,80.2,34,stable
40117,77.7,18,stable
40119,62,42,stable
40121,76.3,47,falling
40123,73.3,33,stable
40125,85.4,70,stable
40127,65.2,11,stable
40129,* ,3 or fewer,*
40131,62.8,64,stable
40133,85.9,29,stable
40135,71.1,38,stable
40137,69.2,42,stable
40139,51.3,9,stable
40141,59.7,6,stable
40143,67.1,421,stable
40145,68.8,56,stable
40147,78.6,56,stable
40149,52.9,8,falling
40151,55.5,6,stable
40153,41,10,stable
41001,65,18,stable
41003,48.9,43,stable
41005,55.2,245,stable
41007,72.4,37,stable
41009,63.2,38,stable
41011,73.5,78,stable
41013,54,19,stable
41015,61.9,29,stable
41017,53.1,105,stable
41019,67,118,falling
41021,* ,3 or fewer,*
41023,41.9,6,stable
41025,43.9,5,stable
41027,45.6,11,stable
41029,62.6,184,stable
41031,50.9,14,stable
41033,72.1,104,stable
41035,60.3,56,stable
41037,47,6,stable
41039,53.9,237,stable
41041,74.4,60,stable
41043,71.3,106,stable
41045,54,20,stable
41047,66.1,227,stable
41049,62.3,8,stable
41051,62.2,432,stable
41053,52.1,48,stable
41055,* ,3 or fewer,*
41057,63.6,27,stable
41059,58,48,stable
41061,44.7,15,falling
41063,46.3,6,stable
41065,74.1,26,stable
41067,48,231,stable
41069,* ,3 or fewer,*
41071,65.2,73,stable
42001,59.2,79,stable
42003,72.5,1193,stable
42005,66.4,67,stable
42007,76.5,192,stable
42009,51,37,stable
42011,64.1,316,rising
42013,66.3,119,stable
42015,70.7,63,stable
42017,62.5,487,stable
42019,61.4,143,stable
42021,56.7,119,stable
42023,60.6,5,stable
42025,72.7,68,stable
42027,53.1,77,stable
42029,54,301,stable
42031,59.2,31,stable
42033,60.3,69,stable
42035,67.7,34,stable
42037,58,50,stable
42039,67.5,81,stable
42041,56.8,172,stable
42043,66.7,210,stable
42045,70.8,468,falling
42047,65.8,32,stable
42049,66.5,225,stable
42051,77.5,151,stable
42053,68.6,8,stable
42055,58.5,116,stable
42057,54.3,11,stable
42059,84.2,42,stable
42061,58.4,36,stable
42063,52.9,59,stable
42065,66.1,43,stable
42067,54.7,18,stable
42069,70.4,208,stable
42071,53.3,340,stable
42073,71.3,95,stable
42075,65.3,120,stable
42077,63.6,271,stable
42079,68.7,308,stable
42081,67.1,101,stable
42083,68.1,39,stable
42085,66.9,110,stable
42087,70.4,48,stable
42089,72.5,139,stable
42091,56.8,569,stable
42093,56.1,15,stable
42095,64.7,249,stable
42097,66.3,91,stable
42099,71.8,41,stable
42101,81.5,1260,falling
42103,64.5,52,stable
42105,79.8,22,stable
42107,68.1,144,stable
42109,50.4,25,stable
42111,48.5,56,stable
42113,69.3,8,rising
42115,53.6,35,stable
42117,69.6,41,stable
42119,57.6,30,stable
42121,74.7,60,stable
42123,59.9,38,stable
42125,68.2,201,stable
42127,64.4,51,stable
42129,70.5,387,stable
42131,77.1,29,stable
42133,67.2,353,stable
44001,54.5,37,stable
44003,68.9,150,stable
44005,60.1,70,stable
44007,72.7,503,stable
44009,64.8,104,stable
45001,68.1,24,rising
45003,58.5,122,falling
45005,61.7,8,stable
45007,69.6,166,stable
45009,59,13,stable
45011,59.5,15,stable
45013,49,124,stable
45015,84.8,142,stable
45017,59.7,12,stable
45019,65.5,257,stable
45021,87.7,56,stable
45023,77.4,32,stable
45025,81.2,45,stable
45027,70,35,stable
45029,93.5,48,stable
45031,72.4,62,stable
45033,85.5,32,stable
45035,70.6,89,stable
45037,58.5,18,falling
45039,57.9,18,stable
45041,72.8,115,stable
45043,59.2,57,falling
45045,64.6,324,stable
45047,63.2,54,stable
45049,78.1,20,stable
45051,74.7,286,falling
45053,51.9,14,stable
45055,73.6,57,stable
45057,67.5,68,stable
45059,80.2,67,stable
45061,73,17,stable
45063,68.5,196,stable
45065,67.4,13,stable
45067,79.3,33,stable
45069,87.2,29,stable
45071,58.5,29,stable
45073,68.8,75,stable
45075,63.3,71,stable
45077,74,99,stable
45079,70.1,242,stable
45081,55.1,14,stable
45083,73.1,241,stable
45085,72,84,stable
45087,94.2,36,stable
45089,66.3,29,rising
45091,66.8,157,stable
46003,96,4,*
46005,48.6,12,stable
46007,* ,3 or fewer,*
46009,55.7,6,stable
46011,53.5,14,stable
46013,57.5,27,stable
46015,83,6,stable
46017,* ,3 or fewer,*
46019,60.8,9,stable
46021,* ,3 or fewer,*
46023,48.9,6,stable
46025,* ,3 or fewer,*
46027,61.4,7,stable
46029,49.4,16,stable
46031,* ,3 or fewer,*
46033,38.6,6,stable
46035,64.2,17,stable
46037,45,4,stable
46039,48,3,*
46041,82.2,3,*
46043,81.9,4,stable
46045,* ,3 or fewer,*
46047,63.6,8,falling
46049,* ,3 or fewer,*
46051,55.1,6,stable
46053,75.8,5,stable
46055,* ,3 or fewer,*
46057,47.8,3,*
46059,* ,3 or fewer,*
46061,* ,3 or fewer,*
46063,* ,3 or fewer,*
46065,52.1,10,stable
46067,41.9,5,stable
46069,* ,3 or fewer,*
46071,* ,3 or fewer,*
46073,* ,3 or fewer,*
46075,* ,3 or fewer,*
46077,62.6,6,stable
46079,46,7,stable
46081,47.8,15,stable
46083,48.9,18,stable
46085,* ,3 or fewer,*
46087,86,7,*
46089,* ,3 or fewer,*
46091,53.7,4,stable
46093,56.4,15,stable
46095,* ,3 or fewer,*
46097,88.3,4,stable
46099,65.3,110,stable
46101,44.2,4,stable
46103,66.1,78,stable
46105,* ,3 or fewer,*
46107,89,4,stable
46109,46.4,6,stable
46111,* ,3 or fewer,*
46113,59.9,5,stable
46115,48.8,5,stable
46117,* ,3 or fewer,*
46119,* ,3 or fewer,*
46121,* ,3 or fewer,*
46123,42.6,4,stable
46125,56.2,6,stable
46127,80.2,14,stable
46129,47,5,stable
46135,61.4,18,falling
46137,* ,3 or fewer,*
47001,71.1,75,stable
47003,69.4,35,stable
47005,104.7,26,stable
47007,85.2,15,stable
47009,79,130,stable
47011,81,97,stable
47013,105.9,60,stable
47015,59.7,11,stable
47017,80,32,stable
47019,78.3,63,stable
47021,92.3,38,stable
47023,76.7,16,rising
47025,107.7,47,stable
47027,76.1,9,stable
47029,96.9,50,stable
47031,84.4,57,stable
47033,64.6,12,stable
47035,79.8,80,stable
47037,72,424,falling
47039,87.4,16,stable
47041,91.3,22,stable
47043,87.9,50,stable
47045,77.9,37,stable
47047,58.7,31,stable
47049,92.7,24,stable
47051,70.6,41,stable
47053,80.5,52,stable
47055,82.1,33,stable
47057,82.2,26,stable
47059,96.4,94,stable
47061,96.1,19,stable
47063,77.9,64,stable
47065,68.4,286,stable
47067,83.1,9,stable
47069,94.2,31,stable
47071,85.9,33,stable
47073,102.7,79,stable
47075,80.4,18,stable
47077,93.4,32,stable
47079,88.4,45,stable
47081,91.5,27,stable
47083,96.8,11,stable
47085,99.2,26,stable
47087,102.8,18,stable
47089,68.9,49,stable
47091,88,23,stable
47093,73.8,357,falling
47095,96.8,9,stable
47097,92.9,28,stable
47099,78.2,43,stable
47101,116.1,19,stable
47103,64.3,30,stable
47105,69.2,58,stable
47107,81.4,59,falling
47109,89.5,33,stable
47111,100.4,27,stable
47113,70.7,78,stable
47115,102.9,40,stable
47117,91.6,33,falling
47119,73.5,69,stable
47121,83.7,15,stable
47123,98.6,60,stable
47125,84.3,106,stable
47127,63.5,6,stable
47129,94.3,26,stable
47131,72.6,31,falling
47133,98.2,32,stable
47135,93.8,11,stable
47137,94.8,8,stable
47139,116,28,stable
47141,71.6,62,stable
47143,99,41,stable
47145,88.6,72,stable
47147,83.2,59,stable
47149,68.5,144,stable
47151,109.2,29,stable
47153,96.8,18,stable
47155,83.5,99,falling
47157,67.3,587,stable
47159,92.7,21,stable
47161,90.8,17,stable
47163,75.7,174,stable
47165,65.9,121,stable
47167,94.6,60,stable
47169,101.4,9,stable
47171,89.3,25,stable
47173,100.7,24,stable
47175,55.8,4,stable
47177,84.7,42,stable
47179,71.6,110,stable
47181,79.1,18,stable
47183,72.4,31,stable
47185,89.7,33,stable
47187,46.6,77,stable
47189,76.5,98,stable
48001,78.1,49,stable
48003,64.3,9,stable
48005,76.4,74,stable
48007,78.1,33,stable
48009,61.5,8,stable
48011,* ,3 or fewer,*
48013,42.4,21,stable
48015,48,18,stable
48017,* ,3 or fewer,*
48019,58.8,20,stable
48021,69.2,54,stable
48023,80.4,5,stable
48025,50.9,15,stable
48027,81.5,200,stable
48029,45.1,702,falling
48031,46.3,8,stable
48033,* ,3 or fewer,*
48035,58.4,17,stable
48037,80.2,88,stable
48039,63,175,stable
48041,49,62,stable
48043,36.4,4,*
48045,* ,3 or fewer,*
48047,* ,3 or fewer,*
48049,65.2,34,stable
48051,73.1,18,stable
48053,65.3,43,stable
48055,65.1,26,stable
48057,70,18,stable
48059,80.4,16,stable
48061,38.4,143,stable
48063,74.8,12,stable
48065,44.5,4,stable
48067,68.9,32,stable
48069,50.7,5,stable
48071,68.3,21,stable
48073,83.3,51,stable
48075,72.5,6,stable
48077,68.8,11,stable
48079,* ,3 or fewer,*
48081,52.5,3,*
48083,70.7,10,stable
48085,49.4,286,stable
48087,* ,3 or fewer,*
48089,65.6,20,stable
48091,58.1,83,stable
48093,76.4,17,stable
48095,* ,3 or fewer,*
48097,62.1,32,stable
48099,81.2,41,stable
48101,* ,3 or fewer,*
48103,* ,3 or fewer,*
48105,* ,3 or fewer,*
48107,57,5,stable
48109,* ,3 or fewer,*
48111,79.4,4,stable
48113,56,1078,falling
48115,59.2,9,stable
48117,55.1,10,stable
48119,58.8,5,stable
48121,53.3,245,stable
48123,57.9,17,stable
48125,* ,3 or fewer,*
48127,32.2,4,stable
48129,74,5,stable
48131,45.6,7,stable
48133,71,21,stable
48135,69.9,85,stable
48137,* ,3 or fewer,*
48139,64.8,91,stable
48141,32.9,231,stable
48143,53.1,21,stable
48145,61,14,stable
48147,78.7,36,stable
48149,54.2,22,stable
48151,46.7,3,*
48153,61.1,5,stable
48155,* ,3 or fewer,*
48157,43.1,188,stable
48159,78.4,12,stable
48161,60.1,16,stable
48163,39.2,6,stable
48165,46.8,7,stable
48167,63.2,192,stable
48169,61.3,4,stable
48171,48.8,25,stable
48173,* ,3 or fewer,*
48175,65.5,7,stable
48177,47.3,12,stable
48179,90.1,25,stable
48181,78,120,stable
48183,71.9,97,stable
48185,48.2,15,stable
48187,58.6,80,stable
48189,60,21,stable
48191,65.4,4,stable
48193,59.4,9,stable
48195,61.3,4,stable
48197,76.1,4,stable
48199,66.4,42,stable
48201,56,1768,stable
48203,79.5,62,stable
48205,* ,3 or fewer,*
48207,40.6,4,*
48209,47.2,57,stable
48211,86.4,3,*
48213,89.9,104,stable
48215,32.7,200,falling
48217,69.9,35,stable
48219,51.8,13,stable
48221,64.2,56,stable
48223,66,29,stable
48225,63.1,22,stable
48227,73.3,28,stable
48229,* ,3 or fewer,*
48231,80.2,82,stable
48233,58.4,15,stable
48235,* ,3 or fewer,*
48237,68,7,stable
48239,57.5,11,stable
48241,60.3,29,stable
48243,* ,3 or fewer,*
48245,65.7,178,stable
48247,* ,3 or fewer,*
48249,40.7,18,stable
48251,71.5,109,stable
48253,60.1,14,stable
48255,72,12,stable
48257,79.4,78,stable
48259,44,21,stable
48261,* ,3 or fewer,*
48263,* ,3 or fewer,*
48265,53.9,49,stable
48267,58.6,5,stable
48269,* ,3 or fewer,*
48271,* ,3 or fewer,*
48273,53.1,16,falling
48275,67.1,4,stable
48277,78.4,50,stable
48279,41,7,stable
48281,74.1,19,rising
48283,* ,3 or fewer,*
48285,55.3,17,rising
48287,44,9,stable
48289,67.1,19,stable
48291,84.3,64,stable
48293,81.8,24,stable
48295,* ,3 or fewer,*
48297,49.4,9,stable
48299,53.4,24,stable
48301,* ,3 or fewer,*
48303,53.2,139,stable
48305,47.9,4,stable
48307,56,7,stable
48309,66.1,164,stable
48311,* ,3 or fewer,*
48313,53.7,8,stable
48315,88.8,16,stable
48317,* ,3 or fewer,*
48319,* ,3 or fewer,*
48321,67.8,31,stable
48323,36.7,17,stable
48325,45.6,24,stable
48327,* ,3 or fewer,*
48329,54,71,stable
48331,65.2,23,stable
48333,45,4,stable
48335,81.9,8,stable
48337,92.2,26,stable
48339,61.3,271,falling
48341,65.5,12,stable
48343,81.2,16,stable
48345,* ,3 or fewer,*
48347,74.5,47,stable
48349,62.3,35,stable
48351,65.9,13,stable
48353,58.9,12,stable
48355,51.7,184,stable
48357,60.4,5,stable
48359,* ,3 or fewer,*
48361,82.7,80,falling
48363,80.8,30,stable
48365,70.7,21,stable
48367,70.9,92,stable
48369,42,4,*
48371,40.7,6,falling
48373,99.4,67,stable
48375,73.3,83,stable
48377,* ,3 or fewer,*
48379,87.5,15,stable
48381,52.8,68,stable
48383,* ,3 or fewer,*
48385,49.4,3,*
48387,67,14,stable
48389,35.8,5,stable
48391,79.8,9,stable
48393,* ,3 or fewer,*
48395,58.2,13,stable
48397,49.2,34,stable
48399,61.1,10,stable
48401,69.8,43,stable
48403,71.3,16,stable
48405,73.8,11,stable
48407,93,34,stable
48409,73.5,51,stable
48411,60.9,6,stable
48413,* ,3 or fewer,*
48415,76.8,14,stable
48417,* ,3 or fewer,*
48419,73.4,23,stable
48421,* ,3 or fewer,*
48423,67.3,166,stable
48425,62,6,stable
48427,38.5,20,stable
48429,83.7,11,stable
48431,* ,3 or fewer,*
48433,* ,3 or fewer,*
48435,* ,3 or fewer,*
48437,49.7,5,stable
48439,60.2,903,falling
48441,60.3,85,stable
48443,* ,3 or fewer,*
48445,70.7,10,stable
48447,* ,3 or fewer,*
48449,49.2,15,stable
48451,54.1,67,stable
48453,44.8,330,stable
48455,90.7,23,stable
48457,72.8,23,stable
48459,75.5,39,stable
48461,* ,3 or fewer,*
48463,38.1,12,stable
48465,35.4,17,stable
48467,68.7,52,stable
48469,57.6,56,stable
48471,68.5,43,stable
48473,53.7,21,stable
48475,69.8,9,stable
48477,44.7,22,stable
48479,30.3,51,stable
48481,49.7,25,stable
48483,54,4,stable
48485,74.9,106,stable
48487,62.3,11,stable
48489,40.4,9,stable
48491,50.9,178,stable
48493,43.7,22,stable
48495,67.8,5,stable
48497,63.1,41,stable
48499,75.4,57,stable
48501,66.2,5,stable
48503,74.2,20,stable
48505,38.2,4,stable
48507,* ,3 or fewer,*
49001,* ,3 or fewer,*
49003,20.4,10,stable
49005,15.8,12,stable
49007,51.1,12,stable
49009,* ,3 or fewer,*
49011,25,57,stable
49013,50.2,8,stable
49015,* ,3 or fewer,*
49017,* ,3 or fewer,*
49019,61.9,7,*
49021,29.5,11,stable
49023,* ,3 or fewer,*
49025,32.6,4,*
49027,25.8,4,*
49029,* ,3 or fewer,*
49031,* ,3 or fewer,*
49033,* ,3 or fewer,*
49035,32.1,260,falling
49037,* ,3 or fewer,*
49039,29.3,8,stable
49041,30.3,7,stable
49043,18.2,6,stable
49045,40.2,16,stable
49047,27.6,7,stable
49049,18.5,56,falling
49051,34.5,6,*
49053,29.7,55,stable
49055,* ,3 or fewer,*
49057,33.6,69,stable
50001,65.6,30,falling
50003,64.3,36,stable
50005,74.8,29,stable
50007,65.5,104,stable
50009,77.6,8,stable
50011,79.6,41,stable
50013,89.1,7,stable
50015,66.1,19,stable
50017,67.2,24,stable
50019,59.4,23,stable
50021,72.6,63,falling
50023,61,46,stable
50025,58.9,36,stable
50027,67.4,57,stable
51001,91.1,46,stable
51003,41,49,stable
51005,54.8,14,falling
51007,75.3,13,falling
51009,64.7,28,stable
51011,75.5,15,stable
51013,37.2,61,stable
51015,51.7,53,stable
51017,66,5,stable
51021,83.5,8,stable
51023,56.4,26,stable
51025,74.6,18,stable
51027,53.9,18,stable
51029,76.7,17,stable
51031,54.2,40,stable
51033,83.6,29,stable
51035,56.4,26,stable
51036,51.9,7,stable
51037,59.5,11,stable
51041,69.4,211,falling
51043,63.4,13,stable
51045,58.9,5,stable
51047,70.6,35,stable
51049,64.8,9,stable
51051,76.1,17,stable
51053,70.9,24,stable
51057,81.5,13,stable
51059,40,390,stable
51061,48.7,37,stable
51063,47.5,10,stable
51065,66.4,22,stable
51067,53.1,42,falling
51069,72.3,64,stable
51071,66.7,16,falling
51073,88.7,42,stable
51075,66.3,20,stable
51077,63.6,16,falling
51079,62.5,14,stable
51081,81.5,12,stable
51083,58.7,32,stable
51085,80.7,94,stable
51087,57.2,190,stable
51089,69.9,56,stable
51091,* ,3 or fewer,*
51093,63,29,falling
51095,42.8,45,stable
51097,80.1,8,stable
51099,92.7,19,stable
51101,60.8,11,stable
51103,58.5,15,stable
51105,82.4,27,falling
51107,40.8,85,falling
51109,80,35,stable
51111,67.5,12,stable
51113,81.9,15,stable
51115,64.6,10,stable
51117,75.2,39,stable
51119,79.4,16,stable
51121,54,43,stable
51125,92,21,stable
51127,76.4,15,stable
51131,83.6,17,stable
51133,71.6,20,stable
51135,67.6,14,stable
51137,77.8,37,stable
51139,66.1,22,stable
51141,51.2,15,stable
51143,59.3,54,falling
51145,65.8,21,stable
51147,53.3,13,stable
51149,65.2,24,stable
51153,48.4,133,stable
51155,62.8,32,stable
51157,65.2,7,stable
51159,72.9,9,stable
51161,55.2,72,stable
51163,32,12,falling
51165,49.4,51,stable
51167,63.5,25,stable
51169,72.1,25,stable
51171,67.4,41,stable
51173,92,42,stable
51175,63.8,16,stable
51177,68.2,77,stable
51179,77.4,72,stable
51181,60.9,6,stable
51183,90.7,14,stable
51185,67.6,42,stable
51187,72.1,31,stable
51191,75.6,60,falling
51193,74.7,22,stable
51195,84.3,42,stable
51197,74.7,31,stable
51199,48.4,33,stable
51510,28.8,34,stable
51520,54.6,14,stable
51530,107.3,8,stable
51540,114.7,38,rising
51550,71.6,149,stable
51570,69.5,17,stable
51580,167,13,stable
51590,92.4,57,stable
51595,56.2,4,rising
51600,26.5,7,stable
51610,44.8,5,stable
51620,82.8,9,stable
51630,95.1,20,stable
51640,80.2,8,stable
51650,76.8,110,stable
51660,91.2,29,stable
51670,89.5,24,stable
51678,110.1,7,*
51680,75.9,61,stable
51683,55.1,14,stable
51685,* ,3 or fewer,*
51690,70.8,14,stable
51700,75.2,125,stable
51710,75.6,152,stable
51720,100.5,5,stable
51730,113.1,45,stable
51735,50.2,7,stable
51740,78.3,81,stable
51750,87.3,9,stable
51760,76.1,151,stable
51770,95.5,110,stable
51775,71.5,24,stable
51790,96.8,35,stable
51800,68.3,59,falling
51810,67.5,279,stable
51820,88.3,24,stable
51830,127.9,19,stable
51840,57.1,17,falling
51917,58.4,61,falling
53001,37,6,stable
53003,66.8,21,stable
53005,59.9,109,stable
53007,49.8,47,stable
53009,69.6,90,stable
53011,62.1,266,stable
53013,62.2,4,stable
53015,66.3,88,stable
53017,42,19,stable
53019,46,6,stable
53021,52.7,27,stable
53023,* ,3 or fewer,*
53025,57.1,49,stable
53027,81.9,81,falling
53029,48.2,56,falling
53031,55.7,34,falling
53033,51.8,972,falling
53035,60.5,173,falling
53037,47.4,20,stable
53039,47.6,15,stable
53041,61.9,65,stable
53043,60.9,10,stable
53045,75.9,69,falling
53047,62.8,36,stable
53049,62,24,stable
53051,74.9,15,stable
53053,76.1,590,falling
53055,34.8,11,falling
53057,63.1,98,falling
53059,47.7,7,stable
53061,64.1,433,falling
53063,59.8,313,stable
53065,58.7,38,stable
53067,63.8,180,falling
53069,55.4,4,stable
53071,53.4,37,stable
53073,59.8,133,stable
53075,41.7,15,stable
53077,57.6,137,stable
54001,58.8,13,stable
54003,83.7,92,stable
54005,111.8,34,stable
54007,72.4,16,stable
54009,64.7,24,stable
54011,89.9,109,stable
54013,90.9,11,stable
54015,99.8,13,stable
54017,40,4,stable
54019,87.6,56,stable
54021,46.8,5,stable
54023,52.7,9,stable
54025,67.8,38,stable
54027,83.8,27,stable
54029,78.9,36,stable
54031,68.8,13,stable
54033,87.3,82,stable
54035,74.3,31,stable
54037,71,41,stable
54039,87.3,231,stable
54041,100.1,25,stable
54043,111.5,32,falling
54045,115.7,56,stable
54047,103.9,32,stable
54049,77.5,61,stable
54051,72.8,34,stable
54053,87.6,34,stable
54055,84,75,stable
54057,82.3,32,stable
54059,106.5,35,stable
54061,65.9,56,stable
54063,63.3,13,rising
54065,68.9,18,stable
54067,67.5,25,stable
54069,73.5,47,stable
54071,44.2,6,stable
54073,98.3,10,stable
54075,78.2,11,stable
54077,68.1,31,stable
54079,76.1,52,stable
54081,81,86,stable
54083,63.3,27,stable
54085,105.7,16,stable
54087,76.5,16,stable
54089,54.1,11,stable
54091,72.2,17,stable
54093,75.3,9,stable
54095,81,11,stable
54097,74,24,stable
54099,89.5,51,stable
54101,94.6,13,stable
54103,87,22,stable
54105,78.8,7,stable
54107,81.9,97,stable
54109,90.3,27,stable
55001,85.7,32,stable
55003,71.4,15,stable
55005,58.9,38,stable
55007,54.9,14,stable
55009,57.9,149,stable
55011,52.4,10,stable
55013,75.7,20,stable
55015,53.3,27,falling
55017,65.8,50,stable
55019,52.3,22,stable
55021,64.3,45,stable
55023,62.4,16,stable
55025,54.3,245,stable
55027,58.6,65,stable
55029,53.8,27,stable
55031,58.1,31,stable
55033,45.4,21,stable
55035,57.1,61,stable
55037,66.5,5,stable
55039,60.7,76,stable
55041,94.7,14,stable
55043,51.5,33,stable
55045,58.6,27,stable
55047,53.7,15,stable
55049,56,17,stable
55051,79.3,9,stable
55053,69,19,stable
55055,56.2,52,stable
55057,67.5,26,stable
55059,73.1,120,stable
55061,50.7,14,stable
55063,60.4,77,stable
55065,47.5,11,stable
55067,64.2,20,stable
55069,64.1,27,stable
55071,52.2,59,stable
55073,48.8,78,stable
55075,72.3,47,falling
55077,76.3,19,stable
55078,80.9,4,stable
55079,71.1,658,stable
55081,77.3,41,stable
55083,76.5,39,stable
55085,78.2,48,stable
55087,54.8,99,stable
55089,49.4,55,stable
55091,53.4,6,stable
55093,37.6,15,falling
55095,52.3,31,stable
55097,54.3,42,stable
55099,58,14,stable
55101,69.5,153,stable
55103,57.7,14,stable
55105,74.9,139,stable
55107,76,18,stable
55109,45.4,35,rising
55111,57.3,44,stable
55113,67.3,18,falling
55115,55,33,stable
55117,60.6,84,stable
55119,47.4,13,stable
55121,57.9,21,stable
55123,55,23,stable
55125,66.9,28,rising
55127,64,75,stable
55129,71.5,19,stable
55131,57.3,89,stable
55133,54.6,262,stable
55135,64.7,48,stable
55137,72,28,stable
55139,62.2,117,stable
55141,57.4,58,stable
56001,40.8,11,stable
56003,41.8,7,stable
56005,53.1,16,stable
56007,58.4,10,stable
56009,58.3,9,stable
56011,46.2,5,stable
56013,45.7,22,stable
56015,52.5,10,stable
56017,75.8,7,stable
56019,38.2,5,stable
56021,52.1,53,falling
56023,32.1,7,stable
56025,58.2,48,stable
56027,* ,3 or fewer,*
56029,36.3,15,stable
56031,52,7,stable
56033,52,20,stable
56035,* ,3 or fewer,*
56037,39.9,14,stable
56039,23.7,5,stable
56041,31.7,6,stable
56043,50,6,stable
56045,44.9,4,stable
